report_date,week_end_date,geography_type,geography_name,vdh_health_region,facility_type,count_of_cli_visits,percent_of_cli_visits,st_date
2023-04-18,2020-08-08,Health District,Roanoke,Southwest Region,Emergency Department,78,8,2020-08-02
2023-04-18,2020-08-15,Health District,Roanoke,Southwest Region,Emergency Department,64,7,2020-08-09
2023-04-18,2020-08-22,Health District,Roanoke,Southwest Region,Emergency Department,60,6,2020-08-16
2023-04-18,2020-08-29,Health District,Roanoke,Southwest Region,Emergency Department,48,5,2020-08-23
2023-04-18,2020-09-05,Health District,Roanoke,Southwest Region,Emergency Department,60,6,2020-08-30
2023-04-18,2020-09-12,Health District,Roanoke,Southwest Region,Emergency Department,82,8,2020-09-06
2023-04-18,2020-09-19,Health District,Roanoke,Southwest Region,Emergency Department,74,7,2020-09-13
2023-04-18,2020-09-26,Health District,Roanoke,Southwest Region,Emergency Department,101,10,2020-09-20
2023-04-18,2020-10-03,Health District,Roanoke,Southwest Region,Emergency Department,106,11,2020-09-27
2023-04-18,2020-10-10,Health District,Roanoke,Southwest Region,Emergency Department,124,12,2020-10-04
2023-04-18,2020-10-17,Health District,Roanoke,Southwest Region,Emergency Department,86,9,2020-10-11
2023-04-18,2020-10-24,Health District,Roanoke,Southwest Region,Emergency Department,121,12,2020-10-18
2023-04-18,2020-10-31,Health District,Roanoke,Southwest Region,Emergency Department,139,13,2020-10-25
2023-04-18,2020-11-07,Health District,Roanoke,Southwest Region,Emergency Department,120,11,2020-11-01
2023-04-18,2020-11-14,Health District,Roanoke,Southwest Region,Emergency Department,121,11,2020-11-08
2023-04-18,2020-11-21,Health District,Roanoke,Southwest Region,Emergency Department,127,12,2020-11-15
2023-04-18,2020-11-28,Health District,Roanoke,Southwest Region,Emergency Department,128,13,2020-11-22
2023-04-18,2020-12-05,Health District,Roanoke,Southwest Region,Emergency Department,144,13,2020-11-29
2023-04-18,2020-12-12,Health District,Roanoke,Southwest Region,Emergency Department,170,16,2020-12-06
2023-04-18,2020-12-19,Health District,Roanoke,Southwest Region,Emergency Department,139,13,2020-12-13
2023-04-18,2020-12-26,Health District,Roanoke,Southwest Region,Emergency Department,123,13,2020-12-20
2023-04-18,2021-01-02,Health District,Roanoke,Southwest Region,Emergency Department,172,16,2020-12-27
2023-04-18,2021-01-09,Health District,Roanoke,Southwest Region,Emergency Department,240,21,2021-01-03
2023-04-18,2021-01-16,Health District,Roanoke,Southwest Region,Emergency Department,189,18,2021-01-10
2023-04-18,2021-01-23,Health District,Roanoke,Southwest Region,Emergency Department,152,15,2021-01-17
2023-04-18,2021-01-30,Health District,Roanoke,Southwest Region,Emergency Department,138,14,2021-01-24
2023-04-18,2021-02-06,Health District,Roanoke,Southwest Region,Emergency Department,137,15,2021-01-31
2023-04-18,2021-02-13,Health District,Roanoke,Southwest Region,Emergency Department,139,13,2021-02-07
2023-04-18,2021-02-20,Health District,Roanoke,Southwest Region,Emergency Department,113,11,2021-02-14
2023-04-18,2021-02-27,Health District,Roanoke,Southwest Region,Emergency Department,89,8,2021-02-21
2023-04-18,2021-03-06,Health District,Roanoke,Southwest Region,Emergency Department,98,9,2021-02-28
2023-04-18,2021-03-13,Health District,Roanoke,Southwest Region,Emergency Department,90,9,2021-03-07
2023-04-18,2021-03-20,Health District,Roanoke,Southwest Region,Emergency Department,105,10,2021-03-14
2023-04-18,2021-03-27,Health District,Roanoke,Southwest Region,Emergency Department,118,11,2021-03-21
2023-04-18,2021-04-03,Health District,Roanoke,Southwest Region,Emergency Department,116,10,2021-03-28
2023-04-18,2021-04-10,Health District,Roanoke,Southwest Region,Emergency Department,119,11,2021-04-04
2023-04-18,2021-04-17,Health District,Roanoke,Southwest Region,Emergency Department,128,11,2021-04-11
2023-04-18,2021-04-24,Health District,Roanoke,Southwest Region,Emergency Department,111,9,2021-04-18
2023-04-18,2021-05-01,Health District,Roanoke,Southwest Region,Emergency Department,117,10,2021-04-25
2023-04-18,2021-05-08,Health District,Roanoke,Southwest Region,Emergency Department,116,10,2021-05-02
2023-04-18,2021-05-15,Health District,Roanoke,Southwest Region,Emergency Department,103,9,2021-05-09
2023-04-18,2021-05-22,Health District,Roanoke,Southwest Region,Emergency Department,107,9,2021-05-16
2023-04-18,2021-05-29,Health District,Roanoke,Southwest Region,Emergency Department,113,9,2021-05-23
2023-04-18,2021-06-05,Health District,Roanoke,Southwest Region,Emergency Department,112,9,2021-05-30
2023-04-18,2021-06-12,Health District,Roanoke,Southwest Region,Emergency Department,106,8,2021-06-06
2023-04-18,2021-06-19,Health District,Roanoke,Southwest Region,Emergency Department,85,7,2021-06-13
2023-04-18,2021-06-26,Health District,Roanoke,Southwest Region,Emergency Department,108,8,2021-06-20
2023-04-18,2021-07-03,Health District,Roanoke,Southwest Region,Emergency Department,87,7,2021-06-27
2023-04-18,2021-07-10,Health District,Roanoke,Southwest Region,Emergency Department,106,9,2021-07-04
2023-04-18,2021-07-17,Health District,Roanoke,Southwest Region,Emergency Department,103,8,2021-07-11
2023-04-18,2021-07-24,Health District,Roanoke,Southwest Region,Emergency Department,123,9,2021-07-18
2023-04-18,2021-07-31,Health District,Roanoke,Southwest Region,Emergency Department,172,13,2021-07-25
2023-04-18,2021-08-07,Health District,Roanoke,Southwest Region,Emergency Department,166,13,2021-08-01
2023-04-18,2021-08-14,Health District,Roanoke,Southwest Region,Emergency Department,211,16,2021-08-08
2023-04-18,2021-08-21,Health District,Roanoke,Southwest Region,Emergency Department,247,18,2021-08-15
2023-04-18,2021-08-28,Health District,Roanoke,Southwest Region,Emergency Department,282,20,2021-08-22
2023-04-18,2021-09-04,Health District,Roanoke,Southwest Region,Emergency Department,349,25,2021-08-29
2023-04-18,2021-09-11,Health District,Roanoke,Southwest Region,Emergency Department,380,26,2021-09-05
2023-04-18,2021-09-18,Health District,Roanoke,Southwest Region,Emergency Department,370,27,2021-09-12
2023-04-18,2021-09-25,Health District,Roanoke,Southwest Region,Emergency Department,320,25,2021-09-19
2023-04-18,2021-10-02,Health District,Roanoke,Southwest Region,Emergency Department,318,22,2021-09-26
2023-04-18,2021-10-09,Health District,Roanoke,Southwest Region,Emergency Department,272,22,2021-10-03
2023-04-18,2021-10-16,Health District,Roanoke,Southwest Region,Emergency Department,208,16,2021-10-10
2023-04-18,2021-10-23,Health District,Roanoke,Southwest Region,Emergency Department,203,16,2021-10-17
2023-04-18,2021-10-30,Health District,Roanoke,Southwest Region,Emergency Department,214,17,2021-10-24
2023-04-18,2021-11-06,Health District,Roanoke,Southwest Region,Emergency Department,208,18,2021-10-31
2023-04-18,2021-11-13,Health District,Roanoke,Southwest Region,Emergency Department,212,17,2021-11-07
2023-04-18,2021-11-20,Health District,Roanoke,Southwest Region,Emergency Department,200,16,2021-11-14
2023-04-18,2021-11-27,Health District,Roanoke,Southwest Region,Emergency Department,203,19,2021-11-21
2023-04-18,2021-12-04,Health District,Roanoke,Southwest Region,Emergency Department,261,20,2021-11-28
2023-04-18,2021-12-11,Health District,Roanoke,Southwest Region,Emergency Department,276,21,2021-12-05
2023-04-18,2021-12-18,Health District,Roanoke,Southwest Region,Emergency Department,270,22,2021-12-12
2023-04-18,2021-12-25,Health District,Roanoke,Southwest Region,Emergency Department,292,24,2021-12-19
2023-04-18,2022-01-01,Health District,Roanoke,Southwest Region,Emergency Department,438,32,2021-12-26
2023-04-18,2022-01-08,Health District,Roanoke,Southwest Region,Emergency Department,497,35,2022-01-02
2023-04-18,2022-01-15,Health District,Roanoke,Southwest Region,Emergency Department,406,34,2022-01-09
2023-04-18,2022-01-22,Health District,Roanoke,Southwest Region,Emergency Department,289,28,2022-01-16
2023-04-18,2022-01-29,Health District,Roanoke,Southwest Region,Emergency Department,253,24,2022-01-23
2023-04-18,2022-02-05,Health District,Roanoke,Southwest Region,Emergency Department,163,16,2022-01-30
2023-04-18,2022-02-12,Health District,Roanoke,Southwest Region,Emergency Department,152,15,2022-02-06
2023-04-18,2022-02-19,Health District,Roanoke,Southwest Region,Emergency Department,136,13,2022-02-13
2023-04-18,2022-02-26,Health District,Roanoke,Southwest Region,Emergency Department,114,11,2022-02-20
2023-04-18,2022-03-05,Health District,Roanoke,Southwest Region,Emergency Department,136,12,2022-02-27
2023-04-18,2022-03-12,Health District,Roanoke,Southwest Region,Emergency Department,99,9,2022-03-06
2023-04-18,2022-03-19,Health District,Roanoke,Southwest Region,Emergency Department,116,10,2022-03-13
2023-04-18,2022-03-26,Health District,Roanoke,Southwest Region,Emergency Department,91,8,2022-03-20
2023-04-18,2022-04-02,Health District,Roanoke,Southwest Region,Emergency Department,81,7,2022-03-27
2023-04-18,2022-04-09,Health District,Roanoke,Southwest Region,Emergency Department,86,7,2022-04-03
2023-04-18,2022-04-16,Health District,Roanoke,Southwest Region,Emergency Department,87,8,2022-04-10
2023-04-18,2022-04-23,Health District,Roanoke,Southwest Region,Emergency Department,118,10,2022-04-17
2023-04-18,2022-04-30,Health District,Roanoke,Southwest Region,Emergency Department,91,7,2022-04-24
2023-04-18,2022-05-07,Health District,Roanoke,Southwest Region,Emergency Department,113,9,2022-05-01
2023-04-18,2022-05-14,Health District,Roanoke,Southwest Region,Emergency Department,149,12,2022-05-08
2023-04-18,2022-05-21,Health District,Roanoke,Southwest Region,Emergency Department,181,14,2022-05-15
2023-04-18,2022-05-28,Health District,Roanoke,Southwest Region,Emergency Department,157,13,2022-05-22
2023-04-18,2022-06-04,Health District,Roanoke,Southwest Region,Emergency Department,156,12,2022-05-29
2023-04-18,2022-06-11,Health District,Roanoke,Southwest Region,Emergency Department,163,13,2022-06-05
2023-04-18,2022-06-18,Health District,Roanoke,Southwest Region,Emergency Department,144,11,2022-06-12
2023-04-18,2022-06-25,Health District,Roanoke,Southwest Region,Emergency Department,129,11,2022-06-19
2023-04-18,2022-07-02,Health District,Roanoke,Southwest Region,Emergency Department,145,11,2022-06-26
2023-04-18,2022-07-09,Health District,Roanoke,Southwest Region,Emergency Department,191,15,2022-07-03
2023-04-18,2022-07-16,Health District,Roanoke,Southwest Region,Emergency Department,152,12,2022-07-10
2023-04-18,2022-07-23,Health District,Roanoke,Southwest Region,Emergency Department,240,17,2022-07-17
2023-04-18,2022-07-30,Health District,Roanoke,Southwest Region,Emergency Department,195,15,2022-07-24
2023-04-18,2022-08-06,Health District,Roanoke,Southwest Region,Emergency Department,185,15,2022-07-31
2023-04-18,2022-08-13,Health District,Roanoke,Southwest Region,Emergency Department,218,17,2022-08-07
2023-04-18,2022-08-20,Health District,Roanoke,Southwest Region,Emergency Department,165,13,2022-08-14
2023-04-18,2022-08-27,Health District,Roanoke,Southwest Region,Emergency Department,173,13,2022-08-21
2023-04-18,2022-09-03,Health District,Roanoke,Southwest Region,Emergency Department,239,18,2022-08-28
2023-04-18,2022-09-10,Health District,Roanoke,Southwest Region,Emergency Department,204,15,2022-09-04
2023-04-18,2022-09-17,Health District,Roanoke,Southwest Region,Emergency Department,187,15,2022-09-11
2023-04-18,2022-09-24,Health District,Roanoke,Southwest Region,Emergency Department,199,14,2022-09-18
2023-04-18,2022-10-01,Health District,Roanoke,Southwest Region,Emergency Department,180,14,2022-09-25
2023-04-18,2022-10-08,Health District,Roanoke,Southwest Region,Emergency Department,184,14,2022-10-02
2023-04-18,2022-10-15,Health District,Roanoke,Southwest Region,Emergency Department,223,17,2022-10-09
2023-04-18,2022-10-22,Health District,Roanoke,Southwest Region,Emergency Department,218,16,2022-10-16
2023-04-18,2022-10-29,Health District,Roanoke,Southwest Region,Emergency Department,254,17,2022-10-23
2023-04-18,2022-11-05,Health District,Roanoke,Southwest Region,Emergency Department,281,18,2022-10-30
2023-04-18,2022-11-12,Health District,Roanoke,Southwest Region,Emergency Department,300,19,2022-11-06
2023-04-18,2022-11-19,Health District,Roanoke,Southwest Region,Emergency Department,256,19,2022-11-13
2023-04-18,2022-11-26,Health District,Roanoke,Southwest Region,Emergency Department,231,17,2022-11-20
2023-04-18,2022-12-03,Health District,Roanoke,Southwest Region,Emergency Department,271,19,2022-11-27
2023-04-18,2022-12-10,Health District,Roanoke,Southwest Region,Emergency Department,248,19,2022-12-04
2023-04-18,2022-12-17,Health District,Roanoke,Southwest Region,Emergency Department,264,20,2022-12-11
2023-04-18,2022-12-24,Health District,Roanoke,Southwest Region,Emergency Department,249,21,2022-12-18
2023-04-18,2022-12-31,Health District,Roanoke,Southwest Region,Emergency Department,288,22,2022-12-25
2023-04-18,2023-01-07,Health District,Roanoke,Southwest Region,Emergency Department,260,19,2023-01-01
2023-04-18,2023-01-14,Health District,Roanoke,Southwest Region,Emergency Department,229,18,2023-01-08
2023-04-18,2023-01-21,Health District,Roanoke,Southwest Region,Emergency Department,236,18,2023-01-15
2023-04-18,2023-01-28,Health District,Roanoke,Southwest Region,Emergency Department,199,16,2023-01-22
2023-04-18,2023-02-04,Health District,Roanoke,Southwest Region,Emergency Department,169,14,2023-01-29
2023-04-18,2023-02-11,Health District,Roanoke,Southwest Region,Emergency Department,247,18,2023-02-05
2023-04-18,2023-02-18,Health District,Roanoke,Southwest Region,Emergency Department,196,15,2023-02-12
2023-04-18,2023-02-25,Health District,Roanoke,Southwest Region,Emergency Department,173,13,2023-02-19
2023-04-18,2023-03-04,Health District,Roanoke,Southwest Region,Emergency Department,178,15,2023-02-26
2023-04-18,2023-03-11,Health District,Roanoke,Southwest Region,Emergency Department,180,14,2023-03-05
2023-04-18,2023-03-18,Health District,Roanoke,Southwest Region,Emergency Department,195,15,2023-03-12
2023-04-18,2023-03-25,Health District,Roanoke,Southwest Region,Emergency Department,206,15,2023-03-19
2023-04-18,2023-04-01,Health District,Roanoke,Southwest Region,Emergency Department,171,13,2023-03-26
2023-04-18,2023-04-08,Health District,Roanoke,Southwest Region,Emergency Department,138,11,2023-04-02
2023-04-18,2023-04-15,Health District,Roanoke,Southwest Region,Emergency Department,145,11,2023-04-09
2023-04-18,2020-03-07,Health District,Roanoke,Southwest Region,Urgent Care,30,8,2020-03-01
2023-04-18,2020-03-14,Health District,Roanoke,Southwest Region,Urgent Care,22,6,2020-03-08
2023-04-18,2020-03-21,Health District,Roanoke,Southwest Region,Urgent Care,32,11,2020-03-15
2023-04-18,2020-03-28,Health District,Roanoke,Southwest Region,Urgent Care,28,17,2020-03-22
2023-04-18,2020-04-04,Health District,Roanoke,Southwest Region,Urgent Care,17,9,2020-03-29
2023-04-18,2020-04-11,Health District,Roanoke,Southwest Region,Urgent Care,11,7,2020-04-05
2023-04-18,2020-04-18,Health District,Roanoke,Southwest Region,Urgent Care,7,5,2020-04-12
2023-04-18,2020-04-25,Health District,Roanoke,Southwest Region,Urgent Care,9,6,2020-04-19
2023-04-18,2020-05-02,Health District,Roanoke,Southwest Region,Urgent Care,9,6,2020-04-26
2023-04-18,2020-05-09,Health District,Roanoke,Southwest Region,Urgent Care,13,7,2020-05-03
2023-04-18,2020-05-16,Health District,Roanoke,Southwest Region,Urgent Care,9,5,2020-05-10
2023-04-18,2020-05-23,Health District,Roanoke,Southwest Region,Urgent Care,1,1,2020-05-17
2023-04-18,2020-05-30,Health District,Roanoke,Southwest Region,Urgent Care,3,2,2020-05-24
2023-04-18,2020-06-06,Health District,Roanoke,Southwest Region,Urgent Care,4,2,2020-05-31
2023-04-18,2020-06-13,Health District,Roanoke,Southwest Region,Urgent Care,5,2,2020-06-07
2023-04-18,2020-06-20,Health District,Roanoke,Southwest Region,Urgent Care,6,3,2020-06-14
2023-04-18,2020-06-27,Health District,Roanoke,Southwest Region,Urgent Care,10,4,2020-06-21
2023-04-18,2020-07-04,Health District,Roanoke,Southwest Region,Urgent Care,13,5,2020-06-28
2023-04-18,2020-07-11,Health District,Roanoke,Southwest Region,Urgent Care,46,13,2020-07-05
2023-04-18,2020-07-18,Health District,Roanoke,Southwest Region,Urgent Care,51,11,2020-07-12
